"","Year","Species","Stream","N","CPUE","sd","se","ci"
"25",2015,"TICO","Lower Blue River",12,2.64734972473219,5.78074851688414,1.66875835617029,3.67291237770973
"26",2016,"GIIN","Hot Springs Canyon",9,41.0110279788199,26.8312973013828,8.94376576712759,20.6243608432937
"27",2016,"GIIN","Odonnell Creek",4,0.648313648646883,0.394254651405429,0.197127325702715,0.627347129353062
"28",2016,"MEFU","Hot Springs Canyon",9,0.72992700729927,2.18978102189781,0.72992700729927,1.68321469722932
"29",2016,"MEFU","Lower Blue River",12,70.2007871689284,40.0603938373519,11.5644395829188,25.4531599067805
"30",2016,"POOC","Swamp Springs Canyon",4,57.1146407320642,52.3367020531631,26.1683510265815,83.2793720399115
"31",2016,"TICO","Hot Springs Canyon",9,43.7929411153771,67.7210767037699,22.57369223459,52.0550276397906
"32",2016,"TICO","Lower Blue River",12,4.21370272304516,3.77811718748121,1.09064848761111,2.40050113610845
"33",2017,"GIIN","Hot Springs Canyon",9,38.9493743786939,37.3552273771727,12.4517424590576,28.7137696010841
"34",2017,"MEFU","Hot Springs Canyon",9,1.81623139786624,4.12910944035284,1.37636981345095,3.17391448138807
"35",2017,"MEFU","Lower Blue River",12,222.7974421722,78.8354533879762,22.7578351176171,50.0896573696877
"36",2017,"TICO","Hot Springs Canyon",9,7.66193562565065,11.1238600949358,3.70795336497861,8.55055579278487
"37",2017,"TICO","Lower Blue River",12,84.3146734875152,48.6272063110613,14.0374653268154,30.8962528696215
"38",2018,"GIIN","Hot Springs Canyon",9,93.7720173423648,66.4443831287866,22.1481277095955,51.0736740853573
"39",2018,"MEFU","Hot Springs Canyon",9,0.250156347717323,0.75046904315197,0.250156347717323,0.576861572283719
"40",2018,"MEFU","Lower Blue River",12,84.8007096496791,40.9688320318674,11.8266831009916,26.0303539983891
"41",2018,"TICO","Hot Springs Canyon",9,17.8579103259179,30.2966636753827,10.0988878917942,23.2880772394408
"42",2018,"TICO","Lower Blue River",12,34.6710316702578,20.7753650977963,5.99733131586272,13.2000372263667
"43",2019,"GIIN","Hot Springs Canyon",9,52.5990673738663,54.6412666952674,18.2137555650891,42.0009956506934
"44",2019,"GIIN","Odonnell Creek",6,0.644980506822612,0.466185333291512,0.190319365355586,0.4892315035529
"45",2019,"MEFU","Hot Springs Canyon",9,1.03836335987463,2.12413968580176,0.708046561933919,1.63275829973671
"46",2019,"MEFU","Lower Blue River",12,268.661833805583,106.559487119254,30.7610742865049,67.7046680130737
"47",2019,"POOC","Coal Mine Canyon",1,7.56666666666667,NA,NA,NA
"48",2019,"POOC","Fresno Canyon",4,4.57738095238095,1.6451416138756,0.8225708069378,2.61778742537344
"49",2019,"POOC","Monkey Spring",2,6.80179124684319,4.07779822522899,2.88343877736989,36.637563449487
"50",2019,"POOC","Swamp Springs Canyon",2,13.6888888888889,11.8165399878285,8.35555555555555,106.167399573371
"51",2019,"TICO","Hot Springs Canyon",9,22.4407753611581,32.6630272126429,10.8876757375476,25.1070252735469
"52",2019,"TICO","Lower Blue River",12,116.026287908691,79.4021758565841,22.9214338025204,50.4497356473703
"53",2020,"GIIN","Hot Springs Canyon",9,29.4059359847368,12.2313504940506,4.07711683135021,9.40184827280408
"54",2020,"MEFU","Hot Springs Canyon",9,0,0,0,0
"55",2020,"MEFU","Lower Blue River",12,110.558633926354,50.1586674776734,14.4795600852138,31.8692968722108
"56",2020,"POOC","Cottonwood Spring",1,14.6753087929558,NA,NA,NA
"57",2020,"TICO","Hot Springs Canyon",9,11.9349396325351,30.5798657502713,10.1932885834238,23.5057656247046
"58",2020,"TICO","Lower Blue River",12,111.780856076846,53.1044524198851,15.3299349498942,33.7409593298872
"59",2021,"GIIN","Bass Canyon",38,30.2478391695229,66.328345682061,10.7598784977964,21.8015847153441
"60",2021,"GIIN","Bear Canyon",37,0.580772438802004,1.14632493187248,0.188454657922718,0.382203761189887
"61",2021,"GIIN","Dix Creek",23,57.1506320644516,74.3717772509673,15.5075875558687,32.1607681802798
"62",2021,"GIIN","Hot Springs Canyon",9,126.496151705998,151.142241657683,50.3807472192275,116.178211422214
"63",2021,"GIIN","Lower Turkey Creek",27,18.1625698302509,40.5363222426126,7.80121885290994,16.0356350094522
"64",2021,"GIIN","Romero Canyon",13,0.601163542340013,1.57281584455009,0.436220628799043,0.950443102592861
"65",2021,"GIIN","Sabino Canyon",110,0.538475948552072,2.36150910491753,0.225161058570171,0.44626189804073
"66",2021,"GIIN","Sheehy Spring",10,0.264964786418701,0.343618692243509,0.108661771409792,0.245810004517003
"67",2021,"MEFU","Hot Springs Canyon",9,0,0,0,0
"68",2021,"MEFU","Lower Blue River",15,0,0,0,0
"69",2021,"POOC","AD Wash",21,16.3514174502109,30.3316492581423,6.61890850848991,13.806801209507
"70",2021,"POOC","Bass Canyon",30,0.21148449032011,0.442883097425529,0.0808590209325735,0.165375266445128
"71",2021,"POOC","Buckhorn Spring",17,3.00617726979354,10.8465810206926,2.6306823073609,5.57679736394197
"72",2021,"POOC","Coal Mine Canyon",17,14.8035153054377,12.41413102905,3.01086902841357,6.38275720859508
"73",2021,"POOC","Cottonwood Spring",25,18.6651583710407,18.8831312443534,3.77662624887069,7.79457348285086
"74",2021,"POOC","Fresno Canyon",26,0.193529797725266,0.633841191056055,0.124306484681297,0.256013997558368
"75",2021,"POOC","Monkey Spring",10,7.76380535811919,8.09850036578919,2.56097067876006,5.79331816467325
"76",2021,"POOC","Morgan City Wash",30,17.428198834752,30.8143911233298,5.62591237134489,11.5062827459157
"77",2021,"POOC","Sabino Canyon",110,0.470346590792259,1.92765415847058,0.183794612510539,0.364274946784603
"78",2021,"POOC","Tule Creek",10,61.7078075284391,111.89685990001,35.3848940304793,80.0461914859043
"79",2021,"TICO","Bear Creek",17,75.0662938382285,93.1789762314508,22.5992212405405,47.9082088660954
"80",2021,"TICO","Hot Springs Canyon",9,14.7762704014405,26.6472888281033,8.88242960936777,20.482919409862
"81",2021,"TICO","Lower Blue River",15,0,0,0,0
"82",2022,"GIIN","Hot Springs Canyon",9,57.239820280327,39.1978895865712,13.0659631955237,30.1301651593031
"83",2022,"GIIN","Odonnell Creek",23,0.768169661344255,1.00029545257763,0.208576020178182,0.432560190858138
"84",2022,"GIIN","Sheehy Spring",10,0.312158809222591,0.396389828423926,0.125349469914296,0.283560201219583
"85",2022,"MEFU","Hot Springs Canyon",9,0,0,0,0
"86",2022,"MEFU","Lower Blue River",15,0.922499466113623,1.96669671588156,0.507798908510008,1.08912033911146
"87",2022,"POOC","Cienega Creek",30,0.0182248952068526,0.0998218621296093,0.0182248952068526,0.0372740959018171
"88",2022,"POOC","Coal Mine Canyon",17,23.896382527928,42.0128919542447,10.1896230097067,21.601035815344
"89",2022,"POOC","Cottonwood Spring",25,33.0316742081448,28.9411899711987,5.78823799423974,11.9463360706721
"90",2022,"POOC","Fresno Canyon",30,11.0339451286537,24.4421856711898,4.46251214894673,9.12686212540316
"91",2022,"POOC","Monkey Spring",10,6.15090213231274,5.41290126111617,1.71170967347249,3.87215629847678
"92",2022,"POOC","Swamp Springs Canyon",40,4.06968404670346,5.39622497340159,0.853218084131528,1.725796471584
"93",2022,"TICO","Hot Springs Canyon",9,15.9965537478286,31.3825280713225,10.4608426904408,24.1227465018768
"94",2022,"TICO","Lower Blue River",15,0,0,0,0
"95",2023,"GIIN","Hot Springs Canyon",9,49.3177626357204,53.5067959830794,17.8355986610265,41.1289642661689
"96",2023,"GIIN","Sheehy Spring",20,0.307157523063824,0.363408264003948,0.0812605581898017,0.170080302965901
"97",2023,"MEFU","Hot Springs Canyon",9,0,0,0,0
"98",2023,"MEFU","Lower Blue River",15,28.1672777958682,33.7709728152521,8.71962768657965,18.7017413857756
"99",2023,"POOC","Cienega Creek",10,0,0,0,0
"100",2023,"POOC","Coal Mine Canyon",20,3.99507002534424,10.271332629474,2.29673979790156,4.80713164372484
"101",2023,"POOC","Cottonwood Spring",25,19.683257918552,23.4415963395873,4.68831926791746,9.67621539350779
"102",2023,"POOC","Fresno Canyon",30,14.4735200487675,23.0974237205233,4.21699333066184,8.62471976054551
"103",2023,"POOC","Monkey Spring",10,2.81574630945872,2.01733208271408,0.637936417830769,1.4431124370057
"104",2023,"TICO","Hot Springs Canyon",9,9.1752456608284,22.7234034948373,7.57446783161242,17.4667541416692
"105",2023,"TICO","Lower Blue River",15,0,0,0,0
"106",2024,"GIIN","Bass Canyon",45,99.2351169025294,182.958129174971,27.2737875914282,54.9667071440311
"107",2024,"GIIN","Hot Springs Canyon",9,81.8365141589976,142.741394087839,47.5804646959462,109.720748343788
"108",2024,"GIIN","Sheehy Spring",10,0.201870468418782,0.246805960083434,0.0780468973968253,0.176554347980405
"109",2024,"MEFU","Hot Springs Canyon",9,0,0,0,0
"110",2024,"MEFU","Lower Blue River",11,52.50534623444,46.4832019876675,14.0152127315814,31.2278400060892
"111",2024,"POOC","Bass Canyon",30,0,0,0,0
"112",2024,"POOC","Coal Mine Canyon",20,6.32966401128596,7.86292058139933,1.75820249216911,3.67996010863058
"113",2024,"POOC","Cottonwood Spring",25,22.6244343891403,13.0622232848332,2.61244465696663,5.39182076984625
"114",2024,"POOC","Fresno Canyon",30,6.80272863054193,10.0012067431427,1.82596217849735,3.73451197287598
"115",2024,"POOC","Monkey Spring",10,0.683433570256971,0.895155946072011,0.283073165063041,0.640355987943317
"116",2024,"TICO","Hot Springs Canyon",9,28.6178488932872,60.2870695916055,20.0956898638685,46.3407439258612
"117",2024,"TICO","Lower Blue River",11,0.231943818052961,0.769270616924131,0.23194381805296,0.516803032481837
